Chunk_ID,Chunk_Index,Content,Content_Length,Quality_Score,Reliability,Source_Type,Original_Content,Enhancement_Version,book_name,chunk_index,enhancementTimestamp,enhancementVersion,filename,grade,processing_method,publisher,qualityMetrics_chineseCharRatio,qualityMetrics_coherenceScore,qualityMetrics_lengthScore,qualityMetrics_ocrConfidence,semester,source,source_file,subject,total_chunks,worker_id
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_0,0,Me\n教育部审定起 吃义务教育教科书\nTH了工攻 @ |\n 主国|巧]\n品1ILI TUCEE\n八年级 “上册星球地图出版社 ”编制时 2 更供\nFF\n生是球地图出版社\nESTARJMAPIPRFSS 主编 高培英周瑞祥责任编辑连 斑审 校张应运陈 思陈骞\n审订 李亚平图 例太 中国首邦可分界线、 停火线 >一/ 河流加 外同首都 -一一“中国省.让治区、 直辖市弄一~- 时信河中国省级行政中心一一一一一-中司特别行政区界久 湖洁\na 主要城市 ai 业 =山峰， 火山\nPanenr 前下一-商法公千 aa上6 山峰高程 {米)\n于 Eee， 2 漠一证生疝-未定国界海岸线 ES 省放站 地区界一一一一一-一运河义务教育教科书地理图册八年级上册星球地图出版社编制星球地图出版社出版网址;， Http:/Awww.emapedu.com\n新华书店发行中国人民解放军第一二零五工矿(北京)印囊开本: 890毫米x 1240毫米。 1716 ”印张: 3.25\n2013年6月第2版 2021年6月第17次印剧\nISBN 978一?一5471一1235-9\n壳图导: JS(2018)01-084号“ ; 4.85元著作权所有侵权必究社址: 北京市北三环中路69号”邮编: 100088 电话: 010一62011565,561,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,0,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.6040816326530613,0.7999999999999999,0.561,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_1,1,目最\n第一章 “疆域和人口一从世界看中国 2~11\n国有\n2 次家的允本天十克人第二章自然环境一一我们赖以生存的基本条件 1好计了证六着六的地才闪基 aesaaeaasaaaaeaaasaaaa力元2 芭条各的况机Seaaaaesaaaaaaaaaamaaeaaaaos 入基地数训疗评的而注5aasaaewaseeeaaneaeeaeaaaasaac 的第三章自然资源一一我们生存和发展的物质基础 28一85\n未坟”于党的下铭绩谣eesrerreeooseneeeemnreoreoee 各\n3.2 有限的耕地资源 32\n3.3 紧缺的水资源 .3\n第四章经济发展一一强国富民之路 3一封三二 省砂增性的入洁并吉发展将二量raasstaraaeaeapoooamaaoianeeseree克\n4.3 ”腾飞的交通运输业 .pp 4,366,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,1,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.4896755162241888,0.6,0.366,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_2,2,| 1.1 过阔的国土\n_ 中国在北半球的位置中国在地球上的位置呈 中国的疆域 nn 1:24 000 000\nea FE 大 | 页和\n5 | 则三 ss 再过 苯1 次从\nAN AR 和 PR 二 5 豆区2 SS 人Re 人本 EL\nYAC ZN 人 GAS 李 AN SR AS 和 5 [人外 SA\n从PRESSSN New， /\n人 | /去- AS 中 SS NA 2 全只 SS 共和国汉 二 |\n/和SS 性\n|才 CA |天下人 dc，上、\n| /天 RAR AN; 对 JS ES\n(人 RS 中国在东半球的位置 se/\n| NA | 北极遇 世由 N合八友人NS用从W各 / | 3 As 人\n‖ 和动 VS 0 避 2 SEE SV/ | 5 民发一杠， ee 普- 了 i\nNS全一NSS /\nNS下 TEA “ 0 RN |\nNT 0 阿洲史下 人\nSN 外 | 第3) YU 导本溃了《全兴区 | 中\nNA 并 SET >),428,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,2,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.4053156146179402,0.30000000000000004,0.428,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_3,3,‖ 和动 VS 0 避 2 SEE SV/ | 5 民发一杠， ee 普- 了 i\nNS全一NSS /\nNS下 TEA “ 0 RN |\nNT 0 阿洲史下 人\nSN 外 | 第3) YU 导本溃了《全兴区 | 中\nNA 并 SET >)\nNE 1 晓 “攻 WE\nSS 1 避 7 洲、\nSS AN\n 极谢| 新玖外 EN\n南航 ai 呈RISASS\n_ 中国与俄罗斯巴西的纬度位置比较 ES\n最国， 昌忆 人激\n6 -和认， -人呈\nor ne 和御” |\n庆天 下和了岗。 村: 这 | 训攻 < 汪足 tv j 站本 一这 生师 人个 人了 = | 2 |。 ti 二和法 E一二\nE 本认 EN ) 花面下枉一一- 5和站 ee 在 -。 与汪亚 ED | ER\nSS 二人 | 本内业 3 - >\naa 二俄罗斯大部分领土位于有\n全人全二全中国大部分领土位于巴西大部分 |\n北浊部分领土位于 7\n站。 北浊世，小部分领土位于孝敬。小部分领二位于南居。 和间 中国与蒙古、日本的海陆位置比较,450,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,3,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.5792682926829268,0.5,0.45,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_4,4,全人全二全中国大部分领土位于巴西大部分 |\n北浊部分领土位于 7\n站。 北浊世，小部分领土位于孝敬。小部分领二位于南居。 和间 中国与蒙古、日本的海陆位置比较二 临海国 |\n本 |\n章 Ra 外天\nis SP 人 |\n和有\n疆 | | 二了 人岛国本\n域 :5 是 [| 人和 爸罗 斯 0 ae | 让有| 二 2 》 芭上 则时 |和 】\n口本隆人 人证汪这 |圭。 门 _人大| JAD | AS\n”有 1 二本 | | |\n人站 or | 钊世 or 区要 二 Sn 2 人光 全半 浊 :村 | 记办 中华人民共和四 4 NUWE: 7 3 放大 NS 避下\n中。。 刘古是内陆国家。无出海口人 Er | 中 9\n由有|一有机由”|人,322,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,4,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.6779661016949152,0.5,0.322,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_5,5,1.1 过阔的国土 [|\n[9 2 7 T天约\n本 | 本隐 站可象\n1 有一 “二人 六本 < 0 Eee \ 攻 | 要网 二网 | ES [一 NE 二 1\nq 二二 Sa 大电 | 必六 |\n地芭 虽 | \、\n本乌兰巴托加 / 三 /\nAT 1 二村\n| \ \， 矣\n| 荣十 1 《上晒\n| | | AN 届册 | 站\n| | 一一人壮，坚和 | | 1后 “全\n| | 一/人\nTs 陆地国界线 | 一全一全 Rs 上 =\n1 CC\n| 由 - | 加是”天由同他人,241,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,5,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.5128205128205128,0.30000000000000004,0.241,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_6,6,| | 一/人\nTs 陆地国界线 | 一全一全 Rs 上 =\n1 CC\n| 由 - | 加是”天由同他人\n| 中全， |入民上2和同， 改名\n| 下上 | 1 SS 31\n1 | | | 请 1\n| ME 人 NT | [SS 了 30\n| SS 陆地面积约 960万平方和干米于. 1 -区忆\n和锋 二和\nTS 让 1 一一 NGN 1 | _ 2 二本 本 Na | 4 1\nSaaaarD NT 7 | 六\n”| 有 | 型 |\nSNheT CR 和 NAN 站法入卫 旭 e 二梧 中此后 1 请归旬,254,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,6,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.4411764705882353,0.30000000000000004,0.254,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_7,7,SNheT CR 和 NAN 站法入卫 旭 e 二梧 中此后 1 请归旬有 ai | 大陆海岸线 JE j | 全六及配讼/ N / 长约18000干米 “7 用员二于加拉攻一， ! 外天 pn-只关上-一二汪埃英\n罗拉国) 志 1 ERA 一一此= 人-个查让 SU (z 一个、 ki - | 二 os TAR |\nWe 国帮习 1 =\nEPE 汪克 2 叶缅 | 有可 河和 | 总人 = -东钞嫩久二二二\n| | | | 4 到忆 | 辣危 | SN 国三遇湛 必. 三让各贱， Le 区站\n本 hx\nhe 上于)\n| YA 内比都/ PP | 邦 |二\n| | | 0 是 |\n小 NE\n巡二和 : | 人交人NE 汪 | 多,318,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,7,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.5158371040723982,0.30000000000000004,0.318,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_8,8,"本 hx\nhe 上于)\n| YA 内比都/ PP | 邦 |二\n| | | 0 是 |\n小 NE\n巡二和 : | 人交人NE 汪 | 多\n| 世 、 -| 1 | 司亲六多四\n这最 ]西 )| 人国人人下喇川_肠R |。 | | Sn 二癌4 一\n| 让用 3 二产直一1 四\n| 达 5 骨 1 浊 ,，。，_ 到 2 | = 隐委 过二 | 已总 1 夺央网世L SEE 4 |醒=三一一一一三一= 厅 | 一人司\n|] 斌一人全 | 南洲姓岛 《 | 后人， j 号了 人 - | 本到\n和 | | ”1\n| 和 【 交基人 全>， 】 -他去斯里巴加湾市中邻 三-| $",289,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,8,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.533678756476684,0.5,0.289,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_9,9,和 | | ”1\n| 和 【 交基人 全>， 】 -他去斯里巴加湾市中邻 三-| $\n| EN、 四 | 漂 m 1 太一一六， AS 8 - (和冯 | ; _ 二时六， 的) 二\n” 晤是-ip， 和权 二和 例吉隆坡， 到本 尖光 洗提 优生。 看本 Se SN [网一了本一一一 9 人Sa。人申\n让人全 ”Eee Al 国和CD下CE,172,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,9,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.5365853658536586,0.5,0.172,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）_chunk_10,10,是司 1.1 近闻的国土二 机现 两 [\n让夯省级行政区划 [AT\n13:16000 000 一， SS ae 7 《了月人\nCa 轴上 汪人 _\n已 AR Re En\nKR 一人 E\n所AR\nCaveav 人、\nSS\n音熙“\nsa\n时间的 SEE ss\n从-一失 区\nda | 人巴 一届 As 1 [ea an eal\nHR 蜀人 蜗和 印、 RE 和人 1\nAN 忆本\nSm 二 | 3 局本 SS / 、 一背， 海玫贡VS 要本项， 7 | 多 [rm人、 人 1 广二rs 八 AN SR\nAAS 人 TAN二国\n亲 ER 铂语7 展 - TAR 写时本 Er 相束 (人全) 全 AS A 旦 Ar SR 二\nsq Ce _ | 四证 省\nss 本 SU | 0二om\nSo 全已 Te 要大网 SA Pre， 局 TAO AAA\n汪 - 村测 Ac\n章 1 了 0\nES 汪六 / 中骨“， 便于或黑),409,0,unknown,text-extracted,,2.0,义务教育教科书·地理图册八年级上册（主编_高培英_周瑞祥）,10,2025-07-21T14:23:24.249Z,2.0,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998,八年级,ocr,主编:高培英&周瑞祥,0.398576512455516,0.30000000000000004,0.409,1,上册,/Users/LeoQin/Documents/GitHub/PDFconvertor/flattened_pdfs/义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.pdf,义务教育教科书·地理图册八年级上册（主编：高培英&周瑞祥）_5e5aa998.json,地理,122,worker_6
